Temperature(C)	Doping(%)	Time	Wavelength	Intensity
25	5	1h	459.0000	117
25	5	1h	460.0000	198
25	5	1h	461.0000	220
25	5	1h	462.0000	168
25	5	1h	463.0000	158
25	5	1h	464.0000	124
25	5	1h	465.0000	131
25	5	1h	466.0000	102
25	5	1h	467.0000	114
25	5	1h	468.0000	81
25	5	1h	469.0000	144
25	5	1h	470.0000	100
25	5	1h	471.0000	96
25	5	1h	472.0000	123
25	5	1h	473.0000	117
25	5	1h	474.0000	139
25	5	1h	475.0000	186
25	5	1h	476.0000	162
25	5	1h	477.0000	210
25	5	1h	478.0000	186
25	5	1h	479.0000	191
25	5	1h	480.0000	284
25	5	1h	481.0000	250
25	5	1h	482.0000	366
25	5	1h	483.0000	286
25	5	1h	484.0000	417
25	5	1h	485.0000	461
25	5	1h	486.0000	529
25	5	1h	487.0000	617
25	5	1h	488.0000	721
25	5	1h	489.0000	592
25	5	1h	490.0000	842
25	5	1h	491.0000	932
25	5	1h	492.0000	1074
25	5	1h	493.0000	1206
25	5	1h	494.0000	1377
25	5	1h	495.0000	1674
25	5	1h	496.0000	2023
25	5	1h	497.0000	2434
25	5	1h	498.0000	2943
25	5	1h	499.0000	3917
25	5	1h	500.0000	4657
25	5	1h	501.0000	6286
25	5	1h	502.0000	8077
25	5	1h	503.0000	10578
25	5	1h	504.0000	14086
25	5	1h	505.0000	18459
25	5	1h	506.0000	25231
25	5	1h	507.0000	33076
25	5	1h	508.0000	41295
25	5	1h	509.0000	47324
25	5	1h	510.0000	51929
25	5	1h	511.0000	50305
25	5	1h	512.0000	45393
25	5	1h	513.0000	37032
25	5	1h	514.0000	27842
25	5	1h	515.0000	20681
25	5	1h	516.0000	15161
25	5	1h	517.0000	11162
25	5	1h	518.0000	8451
25	5	1h	519.0000	6630
25	5	1h	520.0000	5064
25	5	1h	521.0000	4073
25	5	1h	522.0000	3327
25	5	1h	523.0000	2818
25	5	1h	524.0000	2178
25	5	1h	525.0000	1819
25	5	1h	526.0000	1694
25	5	1h	527.0000	1359
25	5	1h	528.0000	1228
25	5	1h	529.0000	1056
25	5	1h	530.0000	1021
25	5	1h	531.0000	987
25	5	1h	532.0000	917
25	5	1h	533.0000	890
25	5	1h	534.0000	884
25	5	1h	535.0000	935
25	5	1h	536.0000	1013
25	5	1h	537.0000	948
25	5	1h	538.0000	977
25	5	1h	539.0000	977
25	5	1h	540.0000	1065
25	5	1h	541.0000	1108
25	5	1h	542.0000	945
25	5	1h	543.0000	1105
25	5	1h	544.0000	1135
25	5	1h	545.0000	1091
25	5	1h	546.0000	1102
25	5	1h	547.0000	1237
25	5	1h	548.0000	1104
25	5	1h	549.0000	1303
25	5	1h	550.0000	1085
25	5	1h	551.0000	1163
25	5	1h	552.0000	1225
25	5	1h	553.0000	1175
25	5	1h	554.0000	1140
25	5	1h	555.0000	1254
25	5	1h	556.0000	1349
25	5	1h	557.0000	1368
25	5	1h	558.0000	1321
25	5	1h	559.0000	1477
25	5	1h	560.0000	1437
25	5	1h	561.0000	1449
25	5	1h	562.0000	1393
25	5	1h	563.0000	1405
25	5	1h	564.0000	1399
25	5	1h	565.0000	1569
25	5	1h	566.0000	1605
25	5	1h	567.0000	1496
25	5	1h	568.0000	1735
25	5	1h	569.0000	1629
25	5	1h	570.0000	1764
25	5	1h	571.0000	1873
25	5	1h	572.0000	1736
25	5	1h	573.0000	1875
25	5	1h	574.0000	2016
25	5	1h	575.0000	2093
25	5	1h	576.0000	1997
25	5	1h	577.0000	2034
25	5	1h	578.0000	2096
25	5	1h	579.0000	2161
25	5	1h	580.0000	2065
25	5	1h	581.0000	2346
25	5	1h	582.0000	2265
25	5	1h	583.0000	2303
25	5	1h	584.0000	2504
25	5	1h	585.0000	2395
25	5	1h	586.0000	2412
25	5	1h	587.0000	2456
25	5	1h	588.0000	2554
25	5	1h	589.0000	2637
25	5	1h	590.0000	2726
25	5	1h	591.0000	2852
25	5	1h	592.0000	2698
25	5	1h	593.0000	2851
25	5	1h	594.0000	3089
25	5	1h	595.0000	2881
25	5	1h	596.0000	2894
25	5	1h	597.0000	2925
25	5	1h	598.0000	3110
25	5	1h	599.0000	3074
25	5	1h	600.0000	3281
25	5	1h	601.0000	3325
25	5	1h	602.0000	3286
25	5	1h	603.0000	3310
25	5	1h	604.0000	3212
25	5	1h	605.0000	3351
25	5	1h	606.0000	3382
25	5	1h	607.0000	3616
25	5	1h	608.0000	3447
25	5	1h	609.0000	3312
25	5	1h	610.0000	3563
25	5	1h	611.0000	3583
25	5	1h	612.0000	3658
25	5	1h	613.0000	3472
25	5	1h	614.0000	3699
25	5	1h	615.0000	3911
25	5	1h	616.0000	3672
25	5	1h	617.0000	3775
25	5	1h	618.0000	3627
25	5	1h	619.0000	3778
25	5	1h	620.0000	3623
25	5	1h	621.0000	3901
25	5	1h	622.0000	3876
25	5	1h	623.0000	4075
25	5	1h	624.0000	3921
25	5	1h	625.0000	3782
25	5	1h	626.0000	3878
25	5	1h	627.0000	3532
25	5	1h	628.0000	3912
25	5	1h	629.0000	3874
25	5	1h	630.0000	3685
25	5	1h	631.0000	3769
25	5	1h	632.0000	3593
25	5	1h	633.0000	3697
25	5	1h	634.0000	3684
25	5	1h	635.0000	3786
25	5	1h	636.0000	3928
25	5	1h	637.0000	3762
25	5	1h	638.0000	3828
25	5	1h	639.0000	3760
25	5	1h	640.0000	3756
25	5	1h	641.0000	3666
25	5	1h	642.0000	3590
25	5	1h	643.0000	3575
25	5	1h	644.0000	3395
25	5	1h	645.0000	3404
25	5	1h	646.0000	3707
25	5	1h	647.0000	3506
25	5	1h	648.0000	3528
25	5	1h	649.0000	3391
25	5	1h	650.0000	3188
25	5	1h	651.0000	3443
25	5	1h	652.0000	3381
25	5	1h	653.0000	3269
25	5	1h	654.0000	3261
25	5	1h	655.0000	3207
25	5	1h	656.0000	3125
25	5	1h	657.0000	3117
25	5	1h	658.0000	2767
25	5	1h	659.0000	3063
25	5	1h	660.0000	2998
25	5	1h	661.0000	2927
25	5	1h	662.0000	2977
25	5	1h	663.0000	2738
25	5	1h	664.0000	2787
25	5	1h	665.0000	2868
25	5	1h	666.0000	2791
25	5	1h	667.0000	2689
25	5	1h	668.0000	2599
25	5	1h	669.0000	2450
25	5	1h	670.0000	2330
25	5	1h	671.0000	2431
25	5	1h	672.0000	2361
25	5	1h	673.0000	2390
25	5	1h	674.0000	2330
25	5	1h	675.0000	2259
25	5	1h	676.0000	2150
25	5	1h	677.0000	2187
25	5	1h	678.0000	2129
25	5	1h	679.0000	2018
25	5	1h	680.0000	2110
25	5	1h	681.0000	1957
25	5	1h	682.0000	1902
25	5	1h	683.0000	1877
25	5	1h	684.0000	1822
25	5	1h	685.0000	1796
25	5	1h	686.0000	1747
25	5	1h	687.0000	1785
25	5	1h	688.0000	1827
25	5	1h	689.0000	1802
25	5	1h	690.0000	1739
25	5	1h	691.0000	1835
25	5	1h	692.0000	1599
25	5	1h	693.0000	1483
25	5	1h	694.0000	1548
25	5	1h	695.0000	1609
25	5	1h	696.0000	1489
25	5	1h	697.0000	1403
25	5	1h	698.0000	1480
25	5	1h	699.0000	1445
25	5	1h	700.0000	1437
25	5	1h	701.0000	1356
25	5	1h	702.0000	1347
25	5	1h	703.0000	1343
25	5	1h	704.0000	1372
25	5	1h	705.0000	1329
25	5	1h	706.0000	1384
25	5	1h	707.0000	1155
25	5	1h	708.0000	1211
25	5	1h	709.0000	1159
25	5	1h	710.0000	1167
25	5	1h	711.0000	1067
25	5	1h	712.0000	970
25	5	1h	713.0000	1115
25	5	1h	714.0000	993
25	5	1h	715.0000	979
25	5	1h	716.0000	894
25	5	1h	717.0000	877
25	5	1h	718.0000	961
25	5	1h	719.0000	846
25	5	1h	720.0000	783
25	5	1h	721.0000	869
25	5	1h	722.0000	845
25	5	1h	723.0000	739
25	5	1h	724.0000	744
25	5	1h	725.0000	708
25	5	1h	726.0000	728
25	5	1h	727.0000	701
25	5	1h	728.0000	675
25	5	1h	729.0000	593
25	5	1h	730.0000	678
25	5	1h	731.0000	610
25	5	1h	732.0000	604
25	5	1h	733.0000	566
25	5	1h	734.0000	591
25	5	1h	735.0000	527
25	5	1h	736.0000	482
25	5	1h	737.0000	495
25	5	1h	738.0000	548
25	5	1h	739.0000	492
25	5	1h	740.0000	530
25	5	1h	741.0000	462
25	5	1h	742.0000	408
25	5	1h	743.0000	468
25	5	1h	744.0000	436
25	5	1h	745.0000	415
25	5	1h	746.0000	340
25	5	1h	747.0000	431
25	5	1h	748.0000	333
25	5	1h	749.0000	332
25	5	1h	750.0000	348
25	5	1h	751.0000	357
25	5	1h	752.0000	302
25	5	1h	753.0000	314
25	5	1h	754.0000	296
25	5	1h	755.0000	326
25	5	1h	756.0000	252
25	5	1h	757.0000	256
25	5	1h	758.0000	265
25	5	1h	759.0000	248
25	5	1h	760.0000	222
25	5	1h	761.0000	259
25	5	1h	762.0000	251
25	5	1h	763.0000	270
25	5	1h	764.0000	261
25	5	1h	765.0000	234
25	5	1h	766.0000	241
25	5	1h	767.0000	206
25	5	1h	768.0000	210
25	5	1h	769.0000	206
25	5	1h	770.0000	144
25	5	1h	771.0000	195
25	5	1h	772.0000	228
25	5	1h	773.0000	244
25	5	1h	774.0000	199
25	5	1h	775.0000	171
25	5	1h	776.0000	179
25	5	1h	777.0000	151
25	5	1h	778.0000	164
25	5	1h	779.0000	132
25	5	1h	780.0000	169
25	5	1h	781.0000	165
25	5	1h	782.0000	141
25	5	1h	783.0000	141
25	5	1h	784.0000	143
25	5	1h	785.0000	126
25	5	1h	786.0000	102
25	5	1h	787.0000	138
25	5	1h	788.0000	180
25	5	1h	789.0000	148
25	5	1h	790.0000	117
25	5	1h	791.0000	81
25	5	1h	792.0000	101
25	5	1h	793.0000	149
25	5	1h	794.0000	108
25	5	1h	795.0000	114
25	5	1h	796.0000	110
25	5	1h	797.0000	102
25	5	1h	798.0000	87
25	5	1h	799.0000	107
25	5	1h	800.0000	87
0	5	10m	440.0000	132
0	5	10m	441.0000	132
0	5	10m	442.0000	107
0	5	10m	443.0000	102
0	5	10m	444.0000	96
0	5	10m	445.0000	77
0	5	10m	446.0000	138
0	5	10m	447.0000	60
0	5	10m	448.0000	110
0	5	10m	449.0000	93
0	5	10m	450.0000	123
0	5	10m	451.0000	105
0	5	10m	452.0000	110
0	5	10m	453.0000	129
0	5	10m	454.0000	92
0	5	10m	455.0000	134
0	5	10m	456.0000	135
0	5	10m	457.0000	123
0	5	10m	458.0000	139
0	5	10m	459.0000	168
0	5	10m	460.0000	147
0	5	10m	461.0000	178
0	5	10m	462.0000	170
0	5	10m	463.0000	141
0	5	10m	464.0000	140
0	5	10m	465.0000	156
0	5	10m	466.0000	122
0	5	10m	467.0000	131
0	5	10m	468.0000	84
0	5	10m	469.0000	120
0	5	10m	470.0000	119
0	5	10m	471.0000	92
0	5	10m	472.0000	102
0	5	10m	473.0000	99
0	5	10m	474.0000	119
0	5	10m	475.0000	111
0	5	10m	476.0000	147
0	5	10m	477.0000	159
0	5	10m	478.0000	188
0	5	10m	479.0000	234
0	5	10m	480.0000	159
0	5	10m	481.0000	246
0	5	10m	482.0000	185
0	5	10m	483.0000	266
0	5	10m	484.0000	333
0	5	10m	485.0000	389
0	5	10m	486.0000	343
0	5	10m	487.0000	410
0	5	10m	488.0000	421
0	5	10m	489.0000	582
0	5	10m	490.0000	682
0	5	10m	491.0000	810
0	5	10m	492.0000	756
0	5	10m	493.0000	921
0	5	10m	494.0000	960
0	5	10m	495.0000	1179
0	5	10m	496.0000	1505
0	5	10m	497.0000	1761
0	5	10m	498.0000	2096
0	5	10m	499.0000	2692
0	5	10m	500.0000	3316
0	5	10m	501.0000	4404
0	5	10m	502.0000	5890
0	5	10m	503.0000	7700
0	5	10m	504.0000	10298
0	5	10m	505.0000	13737
0	5	10m	506.0000	18279
0	5	10m	507.0000	23069
0	5	10m	508.0000	29036
0	5	10m	509.0000	33371
0	5	10m	510.0000	35073
0	5	10m	511.0000	35239
0	5	10m	512.0000	31370
0	5	10m	513.0000	25523
0	5	10m	514.0000	19375
0	5	10m	515.0000	14486
0	5	10m	516.0000	10647
0	5	10m	517.0000	7968
0	5	10m	518.0000	5838
0	5	10m	519.0000	4386
0	5	10m	520.0000	3579
0	5	10m	521.0000	2818
0	5	10m	522.0000	2297
0	5	10m	523.0000	1877
0	5	10m	524.0000	1622
0	5	10m	525.0000	1359
0	5	10m	526.0000	1124
0	5	10m	527.0000	988
0	5	10m	528.0000	864
0	5	10m	529.0000	866
0	5	10m	530.0000	757
0	5	10m	531.0000	759
0	5	10m	532.0000	698
0	5	10m	533.0000	611
0	5	10m	534.0000	589
0	5	10m	535.0000	612
0	5	10m	536.0000	639
0	5	10m	537.0000	595
0	5	10m	538.0000	601
0	5	10m	539.0000	569
0	5	10m	540.0000	693
0	5	10m	541.0000	742
0	5	10m	542.0000	749
0	5	10m	543.0000	704
0	5	10m	544.0000	848
0	5	10m	545.0000	756
0	5	10m	546.0000	774
0	5	10m	547.0000	810
0	5	10m	548.0000	690
0	5	10m	549.0000	790
0	5	10m	550.0000	787
0	5	10m	551.0000	739
0	5	10m	552.0000	797
0	5	10m	553.0000	667
0	5	10m	554.0000	877
0	5	10m	555.0000	731
0	5	10m	556.0000	732
0	5	10m	557.0000	722
0	5	10m	558.0000	825
0	5	10m	559.0000	789
0	5	10m	560.0000	887
0	5	10m	561.0000	980
0	5	10m	562.0000	909
0	5	10m	563.0000	1002
0	5	10m	564.0000	920
0	5	10m	565.0000	1064
0	5	10m	566.0000	1058
0	5	10m	567.0000	1037
0	5	10m	568.0000	960
0	5	10m	569.0000	1055
0	5	10m	570.0000	1247
0	5	10m	571.0000	1133
0	5	10m	572.0000	1121
0	5	10m	573.0000	1141
0	5	10m	574.0000	1225
0	5	10m	575.0000	1408
0	5	10m	576.0000	1322
0	5	10m	577.0000	1269
0	5	10m	578.0000	1277
0	5	10m	579.0000	1287
0	5	10m	580.0000	1389
0	5	10m	581.0000	1457
0	5	10m	582.0000	1511
0	5	10m	583.0000	1574
0	5	10m	584.0000	1525
0	5	10m	585.0000	1484
0	5	10m	586.0000	1614
0	5	10m	587.0000	1776
0	5	10m	588.0000	1602
0	5	10m	589.0000	1729
0	5	10m	590.0000	1644
0	5	10m	591.0000	1773
0	5	10m	592.0000	1832
0	5	10m	593.0000	1860
0	5	10m	594.0000	1916
0	5	10m	595.0000	2027
0	5	10m	596.0000	2057
0	5	10m	597.0000	1987
0	5	10m	598.0000	1994
0	5	10m	599.0000	2040
0	5	10m	600.0000	2322
0	5	10m	601.0000	2223
0	5	10m	602.0000	2114
0	5	10m	603.0000	2357
0	5	10m	604.0000	2406
0	5	10m	605.0000	2200
0	5	10m	606.0000	2289
0	5	10m	607.0000	2281
0	5	10m	608.0000	2286
0	5	10m	609.0000	2279
0	5	10m	610.0000	2388
0	5	10m	611.0000	2406
0	5	10m	612.0000	2446
0	5	10m	613.0000	2567
0	5	10m	614.0000	2520
0	5	10m	615.0000	2638
0	5	10m	616.0000	2406
0	5	10m	617.0000	2484
0	5	10m	618.0000	2533
0	5	10m	619.0000	2584
0	5	10m	620.0000	2621
0	5	10m	621.0000	2483
0	5	10m	622.0000	2638
0	5	10m	623.0000	2609
0	5	10m	624.0000	2489
0	5	10m	625.0000	2725
0	5	10m	626.0000	2624
0	5	10m	627.0000	2521
0	5	10m	628.0000	2839
0	5	10m	629.0000	2784
0	5	10m	630.0000	2755
0	5	10m	631.0000	2586
0	5	10m	632.0000	2674
0	5	10m	633.0000	2648
0	5	10m	634.0000	2613
0	5	10m	635.0000	2652
0	5	10m	636.0000	2790
0	5	10m	637.0000	2740
0	5	10m	638.0000	2591
0	5	10m	639.0000	2547
0	5	10m	640.0000	2679
0	5	10m	641.0000	2688
0	5	10m	642.0000	2708
0	5	10m	643.0000	2642
0	5	10m	644.0000	2527
0	5	10m	645.0000	2581
0	5	10m	646.0000	2491
0	5	10m	647.0000	2465
0	5	10m	648.0000	2386
0	5	10m	649.0000	2473
0	5	10m	650.0000	2520
0	5	10m	651.0000	2490
0	5	10m	652.0000	2321
0	5	10m	653.0000	2292
0	5	10m	654.0000	2451
0	5	10m	655.0000	2435
0	5	10m	656.0000	2470
0	5	10m	657.0000	2448
0	5	10m	658.0000	2311
0	5	10m	659.0000	2442
0	5	10m	660.0000	2132
0	5	10m	661.0000	2194
0	5	10m	662.0000	2138
0	5	10m	663.0000	2283
0	5	10m	664.0000	2233
0	5	10m	665.0000	2143
0	5	10m	666.0000	2053
0	5	10m	667.0000	2042
0	5	10m	668.0000	1953
0	5	10m	669.0000	1951
0	5	10m	670.0000	2082
0	5	10m	671.0000	1940
0	5	10m	672.0000	1894
0	5	10m	673.0000	1844
0	5	10m	674.0000	1912
0	5	10m	675.0000	1837
0	5	10m	676.0000	1739
0	5	10m	677.0000	1848
0	5	10m	678.0000	1733
0	5	10m	679.0000	1729
0	5	10m	680.0000	1638
0	5	10m	681.0000	1545
0	5	10m	682.0000	1680
0	5	10m	683.0000	1655
0	5	10m	684.0000	1477
0	5	10m	685.0000	1499
0	5	10m	686.0000	1543
0	5	10m	687.0000	1527
0	5	10m	688.0000	1531
0	5	10m	689.0000	1513
0	5	10m	690.0000	1354
0	5	10m	691.0000	1567
0	5	10m	692.0000	1393
0	5	10m	693.0000	1397
0	5	10m	694.0000	1421
0	5	10m	695.0000	1445
0	5	10m	696.0000	1326
0	5	10m	697.0000	1243
0	5	10m	698.0000	1280
0	5	10m	699.0000	1370
0	5	10m	700.0000	1334
0	5	10m	701.0000	1213
0	5	10m	702.0000	1149
0	5	10m	703.0000	1153
0	5	10m	704.0000	1242
0	5	10m	705.0000	1134
0	5	10m	706.0000	1121
0	5	10m	707.0000	1122
0	5	10m	708.0000	1017
0	5	10m	709.0000	1051
0	5	10m	710.0000	993
0	5	10m	711.0000	966
0	5	10m	712.0000	1071
0	5	10m	713.0000	1123
0	5	10m	714.0000	867
0	5	10m	715.0000	839
0	5	10m	716.0000	922
0	5	10m	717.0000	975
0	5	10m	718.0000	824
0	5	10m	719.0000	904
0	5	10m	720.0000	820
0	5	10m	721.0000	890
0	5	10m	722.0000	855
0	5	10m	723.0000	699
0	5	10m	724.0000	775
0	5	10m	725.0000	832
0	5	10m	726.0000	653
0	5	10m	727.0000	683
0	5	10m	728.0000	734
0	5	10m	729.0000	680
0	5	10m	730.0000	644
0	5	10m	731.0000	571
0	5	10m	732.0000	637
0	5	10m	733.0000	682
0	5	10m	734.0000	568
0	5	10m	735.0000	587
0	5	10m	736.0000	460
0	5	10m	737.0000	517
0	5	10m	738.0000	558
0	5	10m	739.0000	430
0	5	10m	740.0000	411
0	5	10m	741.0000	437
0	5	10m	742.0000	422
0	5	10m	743.0000	431
0	5	10m	744.0000	416
0	5	10m	745.0000	413
0	5	10m	746.0000	404
0	5	10m	747.0000	395
0	5	10m	748.0000	365
0	5	10m	749.0000	362
0	5	10m	750.0000	379
0	5	10m	751.0000	384
0	5	10m	752.0000	315
0	5	10m	753.0000	306
0	5	10m	754.0000	375
0	5	10m	755.0000	338
0	5	10m	756.0000	311
0	5	10m	757.0000	237
0	5	10m	758.0000	246
0	5	10m	759.0000	290
0	5	10m	760.0000	327
0	5	10m	761.0000	252
0	5	10m	762.0000	260
0	5	10m	763.0000	279
0	5	10m	764.0000	225
0	5	10m	765.0000	260
0	5	10m	766.0000	276
0	5	10m	767.0000	223
0	5	10m	768.0000	235
0	5	10m	769.0000	215
0	5	10m	770.0000	213
0	5	10m	771.0000	217
0	5	10m	772.0000	200
0	5	10m	773.0000	227
0	5	10m	774.0000	283
0	5	10m	775.0000	195
0	5	10m	776.0000	179
0	5	10m	777.0000	154
0	5	10m	778.0000	253
0	5	10m	779.0000	254
0	5	10m	780.0000	203
0	5	10m	781.0000	105
0	5	10m	782.0000	168
0	5	10m	783.0000	166
0	5	10m	784.0000	171
0	5	10m	785.0000	158
0	5	10m	786.0000	180
0	5	10m	787.0000	147
0	5	10m	788.0000	201
0	5	10m	789.0000	138
0	5	10m	790.0000	141
0	5	10m	791.0000	165
0	5	10m	792.0000	165
0	5	10m	793.0000	137
0	5	10m	794.0000	126
0	5	10m	795.0000	120
0	5	10m	796.0000	127
0	5	10m	797.0000	164
0	5	10m	798.0000	145
0	5	10m	799.0000	125
0	5	10m	800.0000	145
50	5	10m	440.0000	108
50	5	10m	441.0000	131
50	5	10m	442.0000	110
50	5	10m	443.0000	102
50	5	10m	444.0000	122
50	5	10m	445.0000	83
50	5	10m	446.0000	104
50	5	10m	447.0000	116
50	5	10m	448.0000	109
50	5	10m	449.0000	92
50	5	10m	450.0000	105
50	5	10m	451.0000	107
50	5	10m	452.0000	111
50	5	10m	453.0000	75
50	5	10m	454.0000	87
50	5	10m	455.0000	114
50	5	10m	456.0000	87
50	5	10m	457.0000	117
50	5	10m	458.0000	147
50	5	10m	459.0000	165
50	5	10m	460.0000	123
50	5	10m	461.0000	185
50	5	10m	462.0000	187
50	5	10m	463.0000	141
50	5	10m	464.0000	138
50	5	10m	465.0000	144
50	5	10m	466.0000	140
50	5	10m	467.0000	128
50	5	10m	468.0000	104
50	5	10m	469.0000	102
50	5	10m	470.0000	85
50	5	10m	471.0000	72
50	5	10m	472.0000	101
50	5	10m	473.0000	121
50	5	10m	474.0000	139
50	5	10m	475.0000	117
50	5	10m	476.0000	156
50	5	10m	477.0000	183
50	5	10m	478.0000	196
50	5	10m	479.0000	127
50	5	10m	480.0000	170
50	5	10m	481.0000	231
50	5	10m	482.0000	257
50	5	10m	483.0000	296
50	5	10m	484.0000	356
50	5	10m	485.0000	369
50	5	10m	486.0000	317
50	5	10m	487.0000	448
50	5	10m	488.0000	540
50	5	10m	489.0000	612
50	5	10m	490.0000	699
50	5	10m	491.0000	761
50	5	10m	492.0000	799
50	5	10m	493.0000	894
50	5	10m	494.0000	1125
50	5	10m	495.0000	1269
50	5	10m	496.0000	1375
50	5	10m	497.0000	1824
50	5	10m	498.0000	2321
50	5	10m	499.0000	2752
50	5	10m	500.0000	3628
50	5	10m	501.0000	4462
50	5	10m	502.0000	6377
50	5	10m	503.0000	8533
50	5	10m	504.0000	11091
50	5	10m	505.0000	14926
50	5	10m	506.0000	19652
50	5	10m	507.0000	25557
50	5	10m	508.0000	31039
50	5	10m	509.0000	35306
50	5	10m	510.0000	36659
50	5	10m	511.0000	35947
50	5	10m	512.0000	31399
50	5	10m	513.0000	25372
50	5	10m	514.0000	19352
50	5	10m	515.0000	14682
50	5	10m	516.0000	10540
50	5	10m	517.0000	7825
50	5	10m	518.0000	6058
50	5	10m	519.0000	4427
50	5	10m	520.0000	3657
50	5	10m	521.0000	2930
50	5	10m	522.0000	2398
50	5	10m	523.0000	1973
50	5	10m	524.0000	1607
50	5	10m	525.0000	1357
50	5	10m	526.0000	1141
50	5	10m	527.0000	1044
50	5	10m	528.0000	948
50	5	10m	529.0000	865
50	5	10m	530.0000	795
50	5	10m	531.0000	846
50	5	10m	532.0000	741
50	5	10m	533.0000	713
50	5	10m	534.0000	732
50	5	10m	535.0000	838
50	5	10m	536.0000	608
50	5	10m	537.0000	884
50	5	10m	538.0000	701
50	5	10m	539.0000	803
50	5	10m	540.0000	753
50	5	10m	541.0000	911
50	5	10m	542.0000	918
50	5	10m	543.0000	878
50	5	10m	544.0000	966
50	5	10m	545.0000	909
50	5	10m	546.0000	866
50	5	10m	547.0000	896
50	5	10m	548.0000	1080
50	5	10m	549.0000	859
50	5	10m	550.0000	922
50	5	10m	551.0000	914
50	5	10m	552.0000	959
50	5	10m	553.0000	1036
50	5	10m	554.0000	1000
50	5	10m	555.0000	1022
50	5	10m	556.0000	1202
50	5	10m	557.0000	1024
50	5	10m	558.0000	1157
50	5	10m	559.0000	1089
50	5	10m	560.0000	1215
50	5	10m	561.0000	1225
50	5	10m	562.0000	1178
50	5	10m	563.0000	1295
50	5	10m	564.0000	1348
50	5	10m	565.0000	1290
50	5	10m	566.0000	1367
50	5	10m	567.0000	1293
50	5	10m	568.0000	1308
50	5	10m	569.0000	1610
50	5	10m	570.0000	1547
50	5	10m	571.0000	1446
50	5	10m	572.0000	1723
50	5	10m	573.0000	1688
50	5	10m	574.0000	1580
50	5	10m	575.0000	1814
50	5	10m	576.0000	1692
50	5	10m	577.0000	1652
50	5	10m	578.0000	1708
50	5	10m	579.0000	1743
50	5	10m	580.0000	1801
50	5	10m	581.0000	2000
50	5	10m	582.0000	2010
50	5	10m	583.0000	1999
50	5	10m	584.0000	2179
50	5	10m	585.0000	2113
50	5	10m	586.0000	2208
50	5	10m	587.0000	2254
50	5	10m	588.0000	2268
50	5	10m	589.0000	2282
50	5	10m	590.0000	2440
50	5	10m	591.0000	2402
50	5	10m	592.0000	2529
50	5	10m	593.0000	2722
50	5	10m	594.0000	2688
50	5	10m	595.0000	2612
50	5	10m	596.0000	2617
50	5	10m	597.0000	2772
50	5	10m	598.0000	2778
50	5	10m	599.0000	3011
50	5	10m	600.0000	2913
50	5	10m	601.0000	3174
50	5	10m	602.0000	2991
50	5	10m	603.0000	2976
50	5	10m	604.0000	3163
50	5	10m	605.0000	2997
50	5	10m	606.0000	3272
50	5	10m	607.0000	3249
50	5	10m	608.0000	3406
50	5	10m	609.0000	3256
50	5	10m	610.0000	3367
50	5	10m	611.0000	3282
50	5	10m	612.0000	3528
50	5	10m	613.0000	3474
50	5	10m	614.0000	3424
50	5	10m	615.0000	3524
50	5	10m	616.0000	3579
50	5	10m	617.0000	3782
50	5	10m	618.0000	3584
50	5	10m	619.0000	3735
50	5	10m	620.0000	3567
50	5	10m	621.0000	3686
50	5	10m	622.0000	3699
50	5	10m	623.0000	3689
50	5	10m	624.0000	3819
50	5	10m	625.0000	3740
50	5	10m	626.0000	3814
50	5	10m	627.0000	3838
50	5	10m	628.0000	3850
50	5	10m	629.0000	3870
50	5	10m	630.0000	3868
50	5	10m	631.0000	3751
50	5	10m	632.0000	4106
50	5	10m	633.0000	3946
50	5	10m	634.0000	3831
50	5	10m	635.0000	3868
50	5	10m	636.0000	3820
50	5	10m	637.0000	3960
50	5	10m	638.0000	3948
50	5	10m	639.0000	3760
50	5	10m	640.0000	3908
50	5	10m	641.0000	3970
50	5	10m	642.0000	3766
50	5	10m	643.0000	3563
50	5	10m	644.0000	3569
50	5	10m	645.0000	3763
50	5	10m	646.0000	3670
50	5	10m	647.0000	3764
50	5	10m	648.0000	3543
50	5	10m	649.0000	3392
50	5	10m	650.0000	3118
50	5	10m	651.0000	3291
50	5	10m	652.0000	3277
50	5	10m	653.0000	3381
50	5	10m	654.0000	3351
50	5	10m	655.0000	3358
50	5	10m	656.0000	3591
50	5	10m	657.0000	3184
50	5	10m	658.0000	3367
50	5	10m	659.0000	3202
50	5	10m	660.0000	2823
50	5	10m	661.0000	3025
50	5	10m	662.0000	2943
50	5	10m	663.0000	2939
50	5	10m	664.0000	2811
50	5	10m	665.0000	2814
50	5	10m	666.0000	2702
50	5	10m	667.0000	3015
50	5	10m	668.0000	2611
50	5	10m	669.0000	2619
50	5	10m	670.0000	2611
50	5	10m	671.0000	2548
50	5	10m	672.0000	2437
50	5	10m	673.0000	2490
50	5	10m	674.0000	2365
50	5	10m	675.0000	2381
50	5	10m	676.0000	2339
50	5	10m	677.0000	2273
50	5	10m	678.0000	2260
50	5	10m	679.0000	2205
50	5	10m	680.0000	1961
50	5	10m	681.0000	1991
50	5	10m	682.0000	1923
50	5	10m	683.0000	1995
50	5	10m	684.0000	1905
