Temperature(C)	Doping(%)	Time	Wavelength	Intensity
25	10	1h	591.0000	2256
25	10	1h	592.0000	2227
25	10	1h	593.0000	2275
25	10	1h	594.0000	2281
25	10	1h	595.0000	2457
25	10	1h	596.0000	2339
25	10	1h	597.0000	2415
25	10	1h	598.0000	2506
25	10	1h	599.0000	2510
25	10	1h	600.0000	2585
25	10	1h	601.0000	2473
25	10	1h	602.0000	2533
25	10	1h	603.0000	2425
25	10	1h	604.0000	2630
25	10	1h	605.0000	2444
25	10	1h	606.0000	2755
25	10	1h	607.0000	2756
25	10	1h	608.0000	2575
25	10	1h	609.0000	2507
25	10	1h	610.0000	2872
25	10	1h	611.0000	2852
25	10	1h	612.0000	2807
25	10	1h	613.0000	2809
25	10	1h	614.0000	2772
25	10	1h	615.0000	2750
25	10	1h	616.0000	2874
25	10	1h	617.0000	2827
25	10	1h	618.0000	2721
25	10	1h	619.0000	2818
25	10	1h	620.0000	2406
25	10	1h	621.0000	2936
25	10	1h	622.0000	2798
25	10	1h	623.0000	2762
25	10	1h	624.0000	2750
25	10	1h	625.0000	3004
25	10	1h	626.0000	2796
25	10	1h	627.0000	2721
25	10	1h	628.0000	2722
25	10	1h	629.0000	2904
25	10	1h	630.0000	2921
25	10	1h	631.0000	2728
25	10	1h	632.0000	2741
25	10	1h	633.0000	2819
25	10	1h	634.0000	2792
25	10	1h	635.0000	2684
25	10	1h	636.0000	2846
25	10	1h	637.0000	2720
25	10	1h	638.0000	2574
25	10	1h	639.0000	2649
25	10	1h	640.0000	2469
25	10	1h	641.0000	2627
25	10	1h	642.0000	2679
25	10	1h	643.0000	2413
25	10	1h	644.0000	2583
25	10	1h	645.0000	2582
25	10	1h	646.0000	2626
25	10	1h	647.0000	2403
25	10	1h	648.0000	2447
25	10	1h	649.0000	2261
25	10	1h	650.0000	2357
25	10	1h	651.0000	2475
25	10	1h	652.0000	2380
25	10	1h	653.0000	2256
25	10	1h	654.0000	2233
25	10	1h	655.0000	2166
25	10	1h	656.0000	2109
25	10	1h	657.0000	2031
25	10	1h	658.0000	2123
25	10	1h	659.0000	2090
25	10	1h	660.0000	2143
25	10	1h	661.0000	1994
25	10	1h	662.0000	1994
25	10	1h	663.0000	1980
25	10	1h	664.0000	1863
25	10	1h	665.0000	1933
25	10	1h	666.0000	1889
25	10	1h	667.0000	1760
25	10	1h	668.0000	1846
25	10	1h	669.0000	1689
25	10	1h	670.0000	1780
25	10	1h	671.0000	1721
25	10	1h	672.0000	1622
25	10	1h	673.0000	1626
25	10	1h	674.0000	1565
25	10	1h	675.0000	1567
25	10	1h	676.0000	1700
25	10	1h	677.0000	1504
25	10	1h	678.0000	1471
25	10	1h	679.0000	1515
25	10	1h	680.0000	1330
25	10	1h	681.0000	1416
25	10	1h	682.0000	1359
25	10	1h	683.0000	1210
25	10	1h	684.0000	1357
25	10	1h	685.0000	1156
25	10	1h	686.0000	1126
25	10	1h	687.0000	1237
25	10	1h	688.0000	1186
25	10	1h	689.0000	1251
25	10	1h	690.0000	1242
25	10	1h	691.0000	1069
25	10	1h	692.0000	1235
25	10	1h	693.0000	1156
25	10	1h	694.0000	1089
25	10	1h	695.0000	1117
25	10	1h	696.0000	1102
25	10	1h	697.0000	947
25	10	1h	698.0000	1061
25	10	1h	699.0000	1044
25	10	1h	700.0000	1025
25	10	1h	701.0000	937
25	10	1h	702.0000	927
25	10	1h	703.0000	901
25	10	1h	704.0000	982
25	10	1h	705.0000	875
25	10	1h	706.0000	940
25	10	1h	707.0000	893
25	10	1h	708.0000	789
25	10	1h	709.0000	742
25	10	1h	710.0000	733
25	10	1h	711.0000	731
25	10	1h	712.0000	736
25	10	1h	713.0000	684
25	10	1h	714.0000	723
25	10	1h	715.0000	663
25	10	1h	716.0000	634
25	10	1h	717.0000	588
25	10	1h	718.0000	590
25	10	1h	719.0000	680
25	10	1h	720.0000	595
25	10	1h	721.0000	518
25	10	1h	722.0000	585
25	10	1h	723.0000	561
25	10	1h	724.0000	528
25	10	1h	725.0000	471
25	10	1h	726.0000	492
25	10	1h	727.0000	435
25	10	1h	728.0000	489
25	10	1h	729.0000	473
25	10	1h	730.0000	499
25	10	1h	731.0000	477
25	10	1h	732.0000	427
25	10	1h	733.0000	357
25	10	1h	734.0000	330
25	10	1h	735.0000	380
25	10	1h	736.0000	379
25	10	1h	737.0000	365
25	10	1h	738.0000	334
25	10	1h	739.0000	335
25	10	1h	740.0000	368
25	10	1h	741.0000	321
25	10	1h	742.0000	258
25	10	1h	743.0000	320
25	10	1h	744.0000	274
25	10	1h	745.0000	276
25	10	1h	746.0000	269
25	10	1h	747.0000	239
25	10	1h	748.0000	326
25	10	1h	749.0000	267
25	10	1h	750.0000	239
25	10	1h	751.0000	279
25	10	1h	752.0000	288
25	10	1h	753.0000	200
25	10	1h	754.0000	218
25	10	1h	755.0000	225
25	10	1h	756.0000	216
25	10	1h	757.0000	261
25	10	1h	758.0000	213
25	10	1h	759.0000	195
25	10	1h	760.0000	186
25	10	1h	761.0000	210
25	10	1h	762.0000	197
25	10	1h	763.0000	197
25	10	1h	764.0000	197
25	10	1h	765.0000	207
25	10	1h	766.0000	129
25	10	1h	767.0000	152
25	10	1h	768.0000	194
25	10	1h	769.0000	150
25	10	1h	770.0000	199
25	10	1h	771.0000	176
25	10	1h	772.0000	138
25	10	1h	773.0000	99
25	10	1h	774.0000	137
25	10	1h	775.0000	134
25	10	1h	776.0000	147
25	10	1h	777.0000	141
25	10	1h	778.0000	129
25	10	1h	779.0000	120
25	10	1h	780.0000	120
25	10	1h	781.0000	140
25	10	1h	782.0000	112
25	10	1h	783.0000	122
25	10	1h	784.0000	123
25	10	1h	785.0000	132
25	10	1h	786.0000	88
25	10	1h	787.0000	105
25	10	1h	788.0000	108
25	10	1h	789.0000	107
25	10	1h	790.0000	78
25	10	1h	791.0000	75
25	10	1h	792.0000	98
25	10	1h	793.0000	110
25	10	1h	794.0000	83
25	10	1h	795.0000	101
25	10	1h	796.0000	102
25	10	1h	797.0000	108
25	10	1h	798.0000	105
25	10	1h	799.0000	84
25	10	1h	800.0000	102
50	10	10m	440.0000	100
50	10	10m	441.0000	88
50	10	10m	442.0000	66
50	10	10m	443.0000	63
50	10	10m	444.0000	63
50	10	10m	445.0000	96
50	10	10m	446.0000	78
50	10	10m	447.0000	57
50	10	10m	448.0000	68
50	10	10m	449.0000	72
50	10	10m	450.0000	87
50	10	10m	451.0000	117
50	10	10m	452.0000	81
50	10	10m	453.0000	66
50	10	10m	454.0000	111
50	10	10m	455.0000	84
50	10	10m	456.0000	65
50	10	10m	457.0000	112
50	10	10m	458.0000	101
50	10	10m	459.0000	95
50	10	10m	460.0000	66
50	10	10m	461.0000	126
50	10	10m	462.0000	123
50	10	10m	463.0000	96
50	10	10m	464.0000	123
50	10	10m	465.0000	66
50	10	10m	466.0000	99
50	10	10m	467.0000	87
50	10	10m	468.0000	77
50	10	10m	469.0000	48
50	10	10m	470.0000	98
50	10	10m	471.0000	93
50	10	10m	472.0000	87
50	10	10m	473.0000	116
50	10	10m	474.0000	78
50	10	10m	475.0000	105
50	10	10m	476.0000	114
50	10	10m	477.0000	111
50	10	10m	478.0000	140
50	10	10m	479.0000	145
50	10	10m	480.0000	178
50	10	10m	481.0000	231
50	10	10m	482.0000	209
50	10	10m	483.0000	264
50	10	10m	484.0000	261
50	10	10m	485.0000	307
50	10	10m	486.0000	317
50	10	10m	487.0000	404
50	10	10m	488.0000	476
50	10	10m	489.0000	507
50	10	10m	490.0000	555
50	10	10m	491.0000	685
50	10	10m	492.0000	743
50	10	10m	493.0000	854
50	10	10m	494.0000	1067
50	10	10m	495.0000	1131
50	10	10m	496.0000	1394
50	10	10m	497.0000	1815
50	10	10m	498.0000	2154
50	10	10m	499.0000	2953
50	10	10m	500.0000	3553
50	10	10m	501.0000	4708
50	10	10m	502.0000	6816
50	10	10m	503.0000	8822
50	10	10m	504.0000	12299
50	10	10m	505.0000	15562
50	10	10m	506.0000	20378
50	10	10m	507.0000	24336
50	10	10m	508.0000	28144
50	10	10m	509.0000	29520
50	10	10m	510.0000	27952
50	10	10m	511.0000	24271
50	10	10m	512.0000	19217
50	10	10m	513.0000	14639
50	10	10m	514.0000	11077
50	10	10m	515.0000	7954
50	10	10m	516.0000	5927
50	10	10m	517.0000	4373
50	10	10m	518.0000	3608
50	10	10m	519.0000	2810
50	10	10m	520.0000	2232
50	10	10m	521.0000	1861
50	10	10m	522.0000	1404
50	10	10m	523.0000	1307
50	10	10m	524.0000	1087
50	10	10m	525.0000	869
50	10	10m	526.0000	827
50	10	10m	527.0000	773
50	10	10m	528.0000	667
50	10	10m	529.0000	614
50	10	10m	530.0000	445
50	10	10m	531.0000	465
50	10	10m	532.0000	553
50	10	10m	533.0000	575
50	10	10m	534.0000	455
50	10	10m	535.0000	532
50	10	10m	536.0000	558
50	10	10m	537.0000	483
50	10	10m	538.0000	545
50	10	10m	539.0000	568
50	10	10m	540.0000	533
50	10	10m	541.0000	648
50	10	10m	542.0000	619
50	10	10m	543.0000	727
50	10	10m	544.0000	589
50	10	10m	545.0000	695
50	10	10m	546.0000	569
50	10	10m	547.0000	748
50	10	10m	548.0000	719
50	10	10m	549.0000	646
50	10	10m	550.0000	676
50	10	10m	551.0000	705
50	10	10m	552.0000	747
50	10	10m	553.0000	767
50	10	10m	554.0000	875
50	10	10m	555.0000	845
50	10	10m	556.0000	828
50	10	10m	557.0000	826
50	10	10m	558.0000	837
50	10	10m	559.0000	917
50	10	10m	560.0000	942
50	10	10m	561.0000	1036
50	10	10m	562.0000	943
50	10	10m	563.0000	948
50	10	10m	564.0000	1105
50	10	10m	565.0000	1131
50	10	10m	566.0000	1037
50	10	10m	567.0000	1209
50	10	10m	568.0000	1090
50	10	10m	569.0000	1214
50	10	10m	570.0000	1169
50	10	10m	571.0000	1183
50	10	10m	572.0000	1306
50	10	10m	573.0000	1415
50	10	10m	574.0000	1445
50	10	10m	575.0000	1301
50	10	10m	576.0000	1352
50	10	10m	577.0000	1440
50	10	10m	578.0000	1566
50	10	10m	579.0000	1447
50	10	10m	580.0000	1599
50	10	10m	581.0000	1631
50	10	10m	582.0000	1563
50	10	10m	583.0000	1605
50	10	10m	584.0000	1669
50	10	10m	585.0000	1710
50	10	10m	586.0000	1743
50	10	10m	587.0000	1823
50	10	10m	588.0000	1909
50	10	10m	589.0000	1867
50	10	10m	590.0000	1981
50	10	10m	591.0000	1909
50	10	10m	592.0000	1994
50	10	10m	593.0000	1918
50	10	10m	594.0000	2147
50	10	10m	595.0000	2128
50	10	10m	596.0000	2097
50	10	10m	597.0000	1935
50	10	10m	598.0000	2303
50	10	10m	599.0000	2216
50	10	10m	600.0000	2370
50	10	10m	601.0000	2299
50	10	10m	602.0000	2272
50	10	10m	603.0000	2272
50	10	10m	604.0000	2356
50	10	10m	605.0000	2511
50	10	10m	606.0000	2300
50	10	10m	607.0000	2274
50	10	10m	608.0000	2668
50	10	10m	609.0000	2488
50	10	10m	610.0000	2480
50	10	10m	611.0000	2650
50	10	10m	612.0000	2507
50	10	10m	613.0000	2440
50	10	10m	614.0000	2650
50	10	10m	615.0000	2641
50	10	10m	616.0000	2668
50	10	10m	617.0000	2525
50	10	10m	618.0000	2620
50	10	10m	619.0000	2513
50	10	10m	620.0000	2752
50	10	10m	621.0000	2861
50	10	10m	622.0000	2551
50	10	10m	623.0000	2669
50	10	10m	624.0000	2611
50	10	10m	625.0000	2649
50	10	10m	626.0000	2580
50	10	10m	627.0000	2649
50	10	10m	628.0000	2551
50	10	10m	629.0000	2621
50	10	10m	630.0000	2621
50	10	10m	631.0000	2632
50	10	10m	632.0000	2691
50	10	10m	633.0000	2569
50	10	10m	634.0000	2619
50	10	10m	635.0000	2614
50	10	10m	636.0000	2456
50	10	10m	637.0000	2743
50	10	10m	638.0000	2655
50	10	10m	639.0000	2471
50	10	10m	640.0000	2503
50	10	10m	641.0000	2405
50	10	10m	642.0000	2518
50	10	10m	643.0000	2510
50	10	10m	644.0000	2408
50	10	10m	645.0000	2462
50	10	10m	646.0000	2370
50	10	10m	647.0000	2363
50	10	10m	648.0000	2571
50	10	10m	649.0000	2259
50	10	10m	650.0000	2461
50	10	10m	651.0000	2194
50	10	10m	652.0000	2257
50	10	10m	653.0000	2325
50	10	10m	654.0000	2190
50	10	10m	655.0000	2163
50	10	10m	656.0000	2182
50	10	10m	657.0000	2242
50	10	10m	658.0000	2084
50	10	10m	659.0000	2181
50	10	10m	660.0000	2046
50	10	10m	661.0000	1966
50	10	10m	662.0000	1985
50	10	10m	663.0000	2061
50	10	10m	664.0000	1880
50	10	10m	665.0000	1707
50	10	10m	666.0000	1839
50	10	10m	667.0000	1860
50	10	10m	668.0000	1698
50	10	10m	669.0000	1708
50	10	10m	670.0000	1731
50	10	10m	671.0000	1702
50	10	10m	672.0000	1606
50	10	10m	673.0000	1624
50	10	10m	674.0000	1470
50	10	10m	675.0000	1569
50	10	10m	676.0000	1429
50	10	10m	677.0000	1455
50	10	10m	678.0000	1497
50	10	10m	679.0000	1478
50	10	10m	680.0000	1244
50	10	10m	681.0000	1411
50	10	10m	682.0000	1468
50	10	10m	683.0000	1396
50	10	10m	684.0000	1229
50	10	10m	685.0000	1231
50	10	10m	686.0000	1273
50	10	10m	687.0000	1261
50	10	10m	688.0000	1243
50	10	10m	689.0000	1157
50	10	10m	690.0000	1168
50	10	10m	691.0000	1161
50	10	10m	692.0000	1166
50	10	10m	693.0000	1128
50	10	10m	694.0000	1059
50	10	10m	695.0000	1165
50	10	10m	696.0000	1089
50	10	10m	697.0000	1009
50	10	10m	698.0000	879
50	10	10m	699.0000	1028
50	10	10m	700.0000	975
50	10	10m	701.0000	900
50	10	10m	702.0000	934
50	10	10m	703.0000	891
50	10	10m	704.0000	877
50	10	10m	705.0000	884
50	10	10m	706.0000	966
50	10	10m	707.0000	800
50	10	10m	708.0000	732
50	10	10m	709.0000	726
50	10	10m	710.0000	853
50	10	10m	711.0000	704
50	10	10m	712.0000	735
50	10	10m	713.0000	683
50	10	10m	714.0000	763
50	10	10m	715.0000	676
50	10	10m	716.0000	594
50	10	10m	717.0000	668
50	10	10m	718.0000	728
50	10	10m	719.0000	641
50	10	10m	720.0000	620
50	10	10m	721.0000	609
50	10	10m	722.0000	612
50	10	10m	723.0000	487
50	10	10m	724.0000	611
50	10	10m	725.0000	546
50	10	10m	726.0000	502
50	10	10m	727.0000	540
50	10	10m	728.0000	497
50	10	10m	729.0000	462
50	10	10m	730.0000	362
50	10	10m	731.0000	413
50	10	10m	732.0000	497
50	10	10m	733.0000	404
50	10	10m	734.0000	359
50	10	10m	735.0000	386
50	10	10m	736.0000	358
50	10	10m	737.0000	422
50	10	10m	738.0000	446
50	10	10m	739.0000	343
50	10	10m	740.0000	332
50	10	10m	741.0000	331
50	10	10m	742.0000	298
50	10	10m	743.0000	289
50	10	10m	744.0000	302
50	10	10m	745.0000	290
50	10	10m	746.0000	282
50	10	10m	747.0000	246
50	10	10m	748.0000	255
50	10	10m	749.0000	285
50	10	10m	750.0000	287
50	10	10m	751.0000	261
50	10	10m	752.0000	288
50	10	10m	753.0000	280
50	10	10m	754.0000	199
50	10	10m	755.0000	249
50	10	10m	756.0000	173
50	10	10m	757.0000	233
50	10	10m	758.0000	269
50	10	10m	759.0000	177
50	10	10m	760.0000	202
50	10	10m	761.0000	210
50	10	10m	762.0000	172
50	10	10m	763.0000	228
50	10	10m	764.0000	131
50	10	10m	765.0000	197
50	10	10m	766.0000	164
50	10	10m	767.0000	141
50	10	10m	768.0000	160
50	10	10m	769.0000	156
50	10	10m	770.0000	158
50	10	10m	771.0000	176
50	10	10m	772.0000	137
50	10	10m	773.0000	117
50	10	10m	774.0000	150
50	10	10m	775.0000	141
50	10	10m	776.0000	140
50	10	10m	777.0000	151
50	10	10m	778.0000	142
50	10	10m	779.0000	138
50	10	10m	780.0000	138
50	10	10m	781.0000	140
50	10	10m	782.0000	100
50	10	10m	783.0000	132
50	10	10m	784.0000	153
50	10	10m	785.0000	120
50	10	10m	786.0000	117
50	10	10m	787.0000	137
50	10	10m	788.0000	92
50	10	10m	789.0000	65
50	10	10m	790.0000	127
50	10	10m	791.0000	118
50	10	10m	792.0000	112
50	10	10m	793.0000	138
50	10	10m	794.0000	92
50	10	10m	795.0000	108
50	10	10m	796.0000	105
50	10	10m	797.0000	71
50	10	10m	798.0000	75
50	10	10m	799.0000	63
50	10	10m	800.0000	112
25	1	3h	440.0000	102
25	1	3h	441.0000	105
25	1	3h	442.0000	102
25	1	3h	443.0000	78
25	1	3h	444.0000	127
25	1	3h	445.0000	108
25	1	3h	446.0000	121
25	1	3h	447.0000	101
25	1	3h	448.0000	87
25	1	3h	449.0000	114
25	1	3h	450.0000	135
25	1	3h	451.0000	130
25	1	3h	452.0000	93
25	1	3h	453.0000	142
25	1	3h	454.0000	93
25	1	3h	455.0000	144
25	1	3h	456.0000	114
25	1	3h	457.0000	160
25	1	3h	458.0000	189
25	1	3h	459.0000	174
25	1	3h	460.0000	215
25	1	3h	461.0000	185
25	1	3h	462.0000	232
25	1	3h	463.0000	174
25	1	3h	464.0000	165
25	1	3h	465.0000	144
25	1	3h	466.0000	149
25	1	3h	467.0000	122
25	1	3h	468.0000	142
25	1	3h	469.0000	172
25	1	3h	470.0000	134
25	1	3h	471.0000	138
25	1	3h	472.0000	136
25	1	3h	473.0000	177
25	1	3h	474.0000	175
25	1	3h	475.0000	162
25	1	3h	476.0000	262
25	1	3h	477.0000	288
25	1	3h	478.0000	318
25	1	3h	479.0000	286
25	1	3h	480.0000	345
25	1	3h	481.0000	362
25	1	3h	482.0000	449
25	1	3h	483.0000	483
25	1	3h	484.0000	570
25	1	3h	485.0000	676
25	1	3h	486.0000	633
25	1	3h	487.0000	794
25	1	3h	488.0000	964
25	1	3h	489.0000	1020
25	1	3h	490.0000	1174
25	1	3h	491.0000	1266
25	1	3h	492.0000	1550
25	1	3h	493.0000	1729
25	1	3h	494.0000	2025
25	1	3h	495.0000	2574
25	1	3h	496.0000	2732
25	1	3h	497.0000	3551
25	1	3h	498.0000	4338
25	1	3h	499.0000	5508
25	1	3h	500.0000	6794
25	1	3h	501.0000	8699
25	1	3h	502.0000	11453
25	1	3h	503.0000	15849
25	1	3h	504.0000	20004
25	1	3h	505.0000	26879
25	1	3h	506.0000	37024
25	1	3h	507.0000	47180
25	1	3h	508.0000	59569
25	1	3h	509.0000	71537
25	1	3h	510.0000	77034
25	1	3h	511.0000	76810
25	1	3h	512.0000	70106
25	1	3h	513.0000	56785
25	1	3h	514.0000	43249
25	1	3h	515.0000	32451
25	1	3h	516.0000	23308
25	1	3h	517.0000	17252
25	1	3h	518.0000	13090
25	1	3h	519.0000	9987
25	1	3h	520.0000	7775
25	1	3h	521.0000	6287
25	1	3h	522.0000	4970
25	1	3h	523.0000	4017
25	1	3h	524.0000	3369
25	1	3h	525.0000	2725
25	1	3h	526.0000	2207
25	1	3h	527.0000	1960
25	1	3h	528.0000	1658
25	1	3h	529.0000	1479
25	1	3h	530.0000	1364
25	1	3h	531.0000	1185
25	1	3h	532.0000	1133
25	1	3h	533.0000	1106
25	1	3h	534.0000	1015
25	1	3h	535.0000	854
25	1	3h	536.0000	992
25	1	3h	537.0000	1071
25	1	3h	538.0000	876
25	1	3h	539.0000	1039
25	1	3h	540.0000	1061
25	1	3h	541.0000	1021
25	1	3h	542.0000	1073
25	1	3h	543.0000	1040
25	1	3h	544.0000	1103
25	1	3h	545.0000	1013
25	1	3h	546.0000	917
25	1	3h	547.0000	952
25	1	3h	548.0000	923
25	1	3h	549.0000	778
25	1	3h	550.0000	849
25	1	3h	551.0000	799
25	1	3h	552.0000	839
25	1	3h	553.0000	817
25	1	3h	554.0000	758
25	1	3h	555.0000	741
25	1	3h	556.0000	730
25	1	3h	557.0000	747
25	1	3h	558.0000	711
25	1	3h	559.0000	742
25	1	3h	560.0000	795
25	1	3h	561.0000	823
25	1	3h	562.0000	754
25	1	3h	563.0000	796
25	1	3h	564.0000	845
25	1	3h	565.0000	812
25	1	3h	566.0000	797
25	1	3h	567.0000	788
25	1	3h	568.0000	840
25	1	3h	569.0000	748
25	1	3h	570.0000	839
25	1	3h	571.0000	786
25	1	3h	572.0000	828
25	1	3h	573.0000	807
25	1	3h	574.0000	848
25	1	3h	575.0000	722
25	1	3h	576.0000	756
25	1	3h	577.0000	835
25	1	3h	578.0000	845
25	1	3h	579.0000	940
25	1	3h	580.0000	861
25	1	3h	581.0000	855
25	1	3h	582.0000	915
25	1	3h	583.0000	878
25	1	3h	584.0000	932
25	1	3h	585.0000	916
25	1	3h	586.0000	1037
25	1	3h	587.0000	963
25	1	3h	588.0000	1092
25	1	3h	589.0000	1010
25	1	3h	590.0000	1106
25	1	3h	591.0000	1065
25	1	3h	592.0000	1115
25	1	3h	593.0000	1156
25	1	3h	594.0000	1138
25	1	3h	595.0000	1040
25	1	3h	596.0000	1203
25	1	3h	597.0000	1112
25	1	3h	598.0000	1240
25	1	3h	599.0000	1254
25	1	3h	600.0000	1332
25	1	3h	601.0000	1236
25	1	3h	602.0000	1182
25	1	3h	603.0000	1390
25	1	3h	604.0000	1291
25	1	3h	605.0000	1236
25	1	3h	606.0000	1363
25	1	3h	607.0000	1372
25	1	3h	608.0000	1462
25	1	3h	609.0000	1411
25	1	3h	610.0000	1307
25	1	3h	611.0000	1425
25	1	3h	612.0000	1586
25	1	3h	613.0000	1389
25	1	3h	614.0000	1455
25	1	3h	615.0000	1473
25	1	3h	616.0000	1578
25	1	3h	617.0000	1529
25	1	3h	618.0000	1493
25	1	3h	619.0000	1406
25	1	3h	620.0000	1442
25	1	3h	621.0000	1572
25	1	3h	622.0000	1728
25	1	3h	623.0000	1630
25	1	3h	624.0000	1665
25	1	3h	625.0000	1714
25	1	3h	626.0000	1717
25	1	3h	627.0000	1545
25	1	3h	628.0000	1623
25	1	3h	629.0000	1612
25	1	3h	630.0000	1612
25	1	3h	631.0000	1478
25	1	3h	632.0000	1566
25	1	3h	633.0000	1655
25	1	3h	634.0000	1640
25	1	3h	635.0000	1462
25	1	3h	636.0000	1566
25	1	3h	637.0000	1554
25	1	3h	638.0000	1725
25	1	3h	639.0000	1622
25	1	3h	640.0000	1689
25	1	3h	641.0000	1560
25	1	3h	642.0000	1635
25	1	3h	643.0000	1438
25	1	3h	644.0000	1667
25	1	3h	645.0000	1661
25	1	3h	646.0000	1499
25	1	3h	647.0000	1590
25	1	3h	648.0000	1622
25	1	3h	649.0000	1547
25	1	3h	650.0000	1572
25	1	3h	651.0000	1592
25	1	3h	652.0000	1602
25	1	3h	653.0000	1535
25	1	3h	654.0000	1472
25	1	3h	655.0000	1510
25	1	3h	656.0000	1577
25	1	3h	657.0000	1463
25	1	3h	658.0000	1443
25	1	3h	659.0000	1488
25	1	3h	660.0000	1469
25	1	3h	661.0000	1422
25	1	3h	662.0000	1448
25	1	3h	663.0000	1243
25	1	3h	664.0000	1477
25	1	3h	665.0000	1377
25	1	3h	666.0000	1420
25	1	3h	667.0000	1346
25	1	3h	668.0000	1218
25	1	3h	669.0000	1353
25	1	3h	670.0000	1294
25	1	3h	671.0000	1302
25	1	3h	672.0000	1133
25	1	3h	673.0000	1202
25	1	3h	674.0000	1180
25	1	3h	675.0000	1227
25	1	3h	676.0000	1101
25	1	3h	677.0000	1261
25	1	3h	678.0000	1184
25	1	3h	679.0000	1154
25	1	3h	680.0000	1124
25	1	3h	681.0000	1032
25	1	3h	682.0000	1113
25	1	3h	683.0000	1027
25	1	3h	684.0000	963
25	1	3h	685.0000	995
25	1	3h	686.0000	1109
25	1	3h	687.0000	1031
25	1	3h	688.0000	978
25	1	3h	689.0000	922
25	1	3h	690.0000	977
25	1	3h	691.0000	993
25	1	3h	692.0000	924
25	1	3h	693.0000	998
25	1	3h	694.0000	1004
25	1	3h	695.0000	1024
25	1	3h	696.0000	955
25	1	3h	697.0000	1040
25	1	3h	698.0000	876
25	1	3h	699.0000	866
25	1	3h	700.0000	977
25	1	3h	701.0000	935
25	1	3h	702.0000	909
25	1	3h	703.0000	847
25	1	3h	704.0000	814
25	1	3h	705.0000	755
25	1	3h	706.0000	839
25	1	3h	707.0000	719
25	1	3h	708.0000	750
25	1	3h	709.0000	748
25	1	3h	710.0000	754
25	1	3h	711.0000	654
25	1	3h	712.0000	775
25	1	3h	713.0000	780
25	1	3h	714.0000	743
25	1	3h	715.0000	655
25	1	3h	716.0000	572
25	1	3h	717.0000	612
25	1	3h	718.0000	691
25	1	3h	719.0000	686
25	1	3h	720.0000	535
25	1	3h	721.0000	641
25	1	3h	722.0000	542
25	1	3h	723.0000	534
25	1	3h	724.0000	541
25	1	3h	725.0000	515
25	1	3h	726.0000	571
25	1	3h	727.0000	529
25	1	3h	728.0000	526
25	1	3h	729.0000	473
25	1	3h	730.0000	443
25	1	3h	731.0000	462
25	1	3h	732.0000	428
25	1	3h	733.0000	489
25	1	3h	734.0000	440
25	1	3h	735.0000	414
25	1	3h	736.0000	404
25	1	3h	737.0000	407
25	1	3h	738.0000	411
25	1	3h	739.0000	374
25	1	3h	740.0000	386
25	1	3h	741.0000	365
25	1	3h	742.0000	272
25	1	3h	743.0000	361
25	1	3h	744.0000	410
25	1	3h	745.0000	418
25	1	3h	746.0000	306
25	1	3h	747.0000	380
25	1	3h	748.0000	355
25	1	3h	749.0000	288
25	1	3h	750.0000	243
25	1	3h	751.0000	264
25	1	3h	752.0000	297
25	1	3h	753.0000	289
25	1	3h	754.0000	299
25	1	3h	755.0000	306
25	1	3h	756.0000	214
25	1	3h	757.0000	225
25	1	3h	758.0000	270
25	1	3h	759.0000	230
25	1	3h	760.0000	177
25	1	3h	761.0000	204
25	1	3h	762.0000	207
25	1	3h	763.0000	228
25	1	3h	764.0000	217
25	1	3h	765.0000	216
25	1	3h	766.0000	241
25	1	3h	767.0000	244
25	1	3h	768.0000	170
25	1	3h	769.0000	211
25	1	3h	770.0000	198
25	1	3h	771.0000	192
25	1	3h	772.0000	226
25	1	3h	773.0000	186
25	1	3h	774.0000	188
25	1	3h	775.0000	182
25	1	3h	776.0000	155
25	1	3h	777.0000	144
25	1	3h	778.0000	188
25	1	3h	779.0000	147
25	1	3h	780.0000	226
25	1	3h	781.0000	123
25	1	3h	782.0000	182
25	1	3h	783.0000	187
25	1	3h	784.0000	147
25	1	3h	785.0000	156
25	1	3h	786.0000	143
25	1	3h	787.0000	93
25	1	3h	788.0000	156
25	1	3h	789.0000	132
25	1	3h	790.0000	115
25	1	3h	791.0000	155
25	1	3h	792.0000	132
25	1	3h	793.0000	153
25	1	3h	794.0000	164
25	1	3h	795.0000	133
25	1	3h	796.0000	79
25	1	3h	797.0000	93
25	1	3h	798.0000	84
25	1	3h	799.0000	137
25	1	3h	800.0000	114
25	3	3h	440.0000	76
25	3	3h	441.0000	87
25	3	3h	442.0000	72
25	3	3h	443.0000	79
25	3	3h	444.0000	80
25	3	3h	445.0000	95
25	3	3h	446.0000	103
25	3	3h	447.0000	102
25	3	3h	448.0000	132
25	3	3h	449.0000	119
25	3	3h	450.0000	117
25	3	3h	451.0000	150
25	3	3h	452.0000	134
25	3	3h	453.0000	146
25	3	3h	454.0000	156
25	3	3h	455.0000	147
25	3	3h	456.0000	153
25	3	3h	457.0000	194
25	3	3h	458.0000	183
25	3	3h	459.0000	195
25	3	3h	460.0000	262
25	3	3h	461.0000	211
25	3	3h	462.0000	204
25	3	3h	463.0000	247
25	3	3h	464.0000	234
25	3	3h	465.0000	216
25	3	3h	466.0000	174
25	3	3h	467.0000	153
25	3	3h	468.0000	183
25	3	3h	469.0000	173
25	3	3h	470.0000	217
25	3	3h	471.0000	198
25	3	3h	472.0000	182
25	3	3h	473.0000	215
25	3	3h	474.0000	240
